Lemma,Unique Topics Count,POS Tags
Population,1,PROPN
claim?you,1,NOUN
employ,1,VERB
labourers14,1,NOUN
joiners9,1,NOUN
electricians8,1,PROPN
job,2,NOUN
Lunch,1,PROPN
vegan,1,NOUN
lunch,1,NOUN
steel,2,NOUN
rod,1,NOUN
symbol,1,NOUN
Shelley,1,PROPN
Pauline,1,PROPN
Emily,1,PROPN
50p,1,NOUN
factory,1,NOUN
Order,1,PROPN
Discount,1,PROPN
coloured,1,ADJ
clothing,1,NOUN
nutritional,1,ADJ
serving,1,NOUN
carbohydrate,1,VERB
protein,1,NOUN
Fats,1,PROPN
serve,1,VERB
carbohydrate,1,NOUN
Eve,1,PROPN
Thursday?Show,1,PROPN
nominate,1,VERB
Alice,1,PROPN
Gabi,1,PROPN
Paddy,1,PROPN
winner,2,NOUN
choir,1,NOUN
Interest:3,1,PROPN
compoundinterest,1,ADJ
Interest:4,1,PROPN
"year,3",1,NOUN
yearand2,1,NOUN
withdrawal,1,NOUN
theend,1,NOUN
withdrawal,1,NOUN
allow,1,VERB
atany,1,PROPN
Derrick,1,PROPN
penny,1,NOUN
bulb,1,NOUN
tulip,1,"ADJ, NOUN"
meet,2,VERB
Area,1,PROPN
Z,1,PROPN
x4,1,PROPN
Rhiana,1,PROPN
Maths.20,1,PROPN
English.14,1,PROPN
French.18,1,VERB
english.11,1,ADJ
French.4,1,PROPN
0.6If,1,NOUN
lolly,1,NOUN
freezer,1,NOUN
lolly,1,"ADV, NOUN"
strawberry,1,NOUN
mint,2,NOUN
Julius,1,PROPN
Nomusa,1,PROPN
sweets7,1,NOUN
aniseed,1,NOUN
sweets5,1,PROPN
red?You,1,PROPN
drop,2,VERB
land,2,VERB
Rachael,2,PROPN
green.2,1,NOUN
Niklas,1,PROPN
Blue,1,PROPN
Neymar,1,PROPN
postcard,1,NOUN
post,1,VERB
Portugal,1,PROPN
Sergio,1,PROPN
postcard,1,NOUN
B?You,1,PROPN
item,1,NOUN
Jeat,1,PROPN
grow,1,VERB
carrot,1,NOUN
Sami,1,PROPN
like,1,VERB
drinks19,1,NOUN
drinks.16,1,PROPN
milk.21,1,PROPN
milk.24,1,PROPN
milk.40,1,PROPN
select,2,VERB
owner,2,NOUN
carry,1,VERB
morning,1,NOUN
speak,1,VERB
at,1,ADV
reach,1,VERB
winsif,1,NOUN
missing,1,ADJ
Yvonne,1,PROPN
tulips.3,1,NOUN
tulip,1,NOUN
outcome,1,NOUN
skate,1,VERB
bowl,1,VERB
probability,1,NOUN
Tania,1,PROPN
independently,1,ADV
vegetable,1,NOUN
Carolyn,1,PROPN
plain,1,ADJ
biscuits5,1,NOUN
biscuits3,1,NOUN
Lorna,1,PROPN
carry,2,VERB
Olga,1,PROPN
sock,1,NOUN
drawer,1,NOUN
Joshua,1,PROPN
sock,1,NOUN
French2,1,PROPN
spanish4,1,NOUN
German7,1,PROPN
Spanish8,1,PROPN
languagesall,1,NOUN
women.12,1,NOUN
French.73,1,NOUN
Spanish.55,1,NOUN
Spanish.9,1,PROPN
dart,1,NOUN
grace,1,NOUN
Dani,1,PROPN
replacement,1,NOUN
Pippa,1,PROPN
remember,1,VERB
numberthe,1,ADJ
16the,1,ADJ
bowl.4,1,NOUN
blackcurrant.5,1,NOUN
lemon.7,1,PROPN
Ravi,1,PROPN
snooker,1,NOUN
Marco,1,PROPN
Judd,1,PROPN
Grace,1,PROPN
Orange,1,PROPN
teacher,2,NOUN
region?circle,1,NOUN
∩,1,ADJ
A'∩,1,PROPN
A'U,1,PROPN
cupboard,1,NOUN
tower,3,NOUN
layer,1,NOUN
layer,1,NOUN
White,1,PROPN
jane,1,NOUN
tail,1,NOUN
experimental,1,ADJ
Dora,1,PROPN
total,1,NOUN
section.88,1,PROPN
own,1,VERB
Amir,1,PROPN
design,1,VERB
expect,2,VERB
rabbit,1,NOUN
hide,1,VERB
replace,1,VERB
study,1,VERB
college.35,1,NOUN
.Each,1,PROPN
Alan,1,PROPN
B.Each,1,PROPN
BC.AB,1,PROPN
GH,1,PROPN
BF,1,PROPN
EF,2,PROPN
EX,1,PROPN
AG,1,PROPN
ABFE,1,PROPN
B.There,1,PROPN
b.complete,1,NOUN
sprinkler,1,NOUN
sprinkler,1,NOUN
equidistant,1,ADJ
cd.the,1,NOUN
allow,1,VERB
boat,1,NOUN
e.find,1,ADV
decoration,1,NOUN
working.[The,1,PROPN
Weaver,1,PROPN
pond,1,NOUN
need?You,1,PROPN
material,1,NOUN
entirely,1,ADV
plastic,1,NOUN
b.give,1,NOUN
ABC.Show,1,PROPN
×).Label,1,PROPN
Vicky,1,PROPN
waterproof,1,VERB
coat,1,NOUN
Abelie,1,PROPN
fly,1,VERB
Dubai,1,PROPN
Rome,1,PROPN
extere,1,VERB
60cm2.give,1,NOUN
pool,2,NOUN
tanker,1,NOUN
answer.(1,1,PROPN
near,1,"ADJ, ADV"
Arron,1,PROPN
Liverpool,1,PROPN
frustrum,1,NOUN
mn,1,NOUN
m2work,1,NOUN
hold,1,VERB
life,1,NOUN
High,1,PROPN
Jodie,1,PROPN
measurement,1,NOUN
prism,2,NOUN
pit,1,NOUN
Pythagoras,1,PROPN
Anne,1,PROPN
hang,1,VERB
basket,1,NOUN
compost,1,NOUN
basket,1,NOUN
corner,4,NOUN
trolley,1,NOUN
time?You,1,PROPN
abcde.the,1,NOUN
mid,1,NOUN
BD.AE,1,PROPN
ABCDE,1,PROPN
C.Line,1,PROPN
church,1,NOUN
Church,1,PROPN
church,1,NOUN
.Label,1,PROPN
inaccurate,1,ADJ
triangle,2,NOUN
cosincrease,1,NOUN
decrease?you,1,NOUN
Calvin,1,PROPN
metera,1,NOUN
plus91.22p,1,NOUN
arecm,1,NOUN
CAB,1,PROPN
GAC,1,PROPN
cm2.you,1,NOUN
Amton,1,PROPN
Bisham,1,PROPN
Tame,1,PROPN
Valley,1,PROPN
yoghurt,1,NOUN
tray,1,NOUN
pot,1,NOUN
motor,1,NOUN
racing,1,NOUN
circuit,1,NOUN
circuit?You,1,NOUN
Omondi,1,PROPN
close,1,VERB
Trianglehas,1,PROPN
deduce,1,VERB
framework,1,NOUN
rod,1,NOUN
conservatory,1,NOUN
needs?you,1,VERB
radar,1,NOUN
aircraft,1,NOUN
photocopier,1,NOUN
Monty,1,PROPN
fence,1,NOUN
condition,1,NOUN
buy?You,1,PROPN
Saphia,1,PROPN
organise,1,VERB
People,1,NOUN
fencing,1,NOUN
pet,1,ADJ
hours.(1,1,PROPN
Janie,1,PROPN
Barnsley,1,PROPN
Leeds,1,PROPN
solid,2,NOUN
volume?you,1,NOUN
ball?you,1,NOUN
VABCD,1,PROPN
tile,1,NOUN
cmThe,1,VERB
cmhow,1,NOUN
short,1,ADJ
Stanley,1,PROPN
east,1,NOUN
.From,1,PROPN
south,2,NOUN
cup,1,NOUN
cup,1,NOUN
partbe,1,VERB
unreliable,1,ADJ
octahedron,1,NOUN
pyramid,1,NOUN
basis,1,NOUN
stick,1,VERB
cm3.the,1,NOUN
octahedron.[the,1,NOUN
position,1,VERB
trianglefrom,1,PROPN
.given,1,NOUN
Levi,1,PROPN
ribbon,1,NOUN
inch,1,NOUN
object,1,NOUN
13cm,1,NOUN
granite,1,NOUN
AB.DE,1,PROPN
DE,1,PROPN
-4,1,PROPN
A3,1,PROPN
m2.the,1,NOUN
SSS,1,PROPN
SAS,1,PROPN
ASA,1,PROPN
RHS,1,PROPN
rhombus,1,NOUN
assumption,1,NOUN
a.give,1,ADJ
monster,1,NOUN
monster,1,NOUN
solid,1,ADJ
120cm3,1,PROPN
AAA,1,PROPN
D.Angle,1,PROPN
BDQ,1,PROPN
tower,1,NOUN
Kuwait,1,PROPN
Quadrilaterals,1,PROPN
LMNP,1,NOUN
LAngle,1,PROPN
MAngle,1,PROPN
NAngle,1,PROPN
LP,1,PROPN
Dylan,1,PROPN
hexagonalprism,1,NOUN
basedpyramid,1,"NOUN, PROPN"
pentagonalprism,1,NOUN
Points,1,PROPN
EDF,1,PROPN
ODC,1,PROPN
clay,1,NOUN
Clay,1,PROPN
0)circle,1,NOUN
awhole,1,ADJ
rotate,1,VERB
EFD,1,PROPN
FDE,1,PROPN
HDF,1,PROPN
ADC,1,PROPN
O.M,1,PROPN
CD.OM,1,PROPN
ON,1,PROPN
OCD,1,PROPN
−2).Label,1,PROPN
congruent?give,1,VERB
R.Shape,1,PROPN
S.,1,PROPN
BCircle,1,PROPN
0)label,1,VERB
reflect,1,VERB
D.She,1,PROPN
haseither,1,VERB
CD.AED,1,PROPN
BEC,1,PROPN
CDE,1,PROPN
oa.oa,1,NOUN
OD,1,PROPN
OC,1,PROPN
OE,1,PROPN
OED,1,PROPN
solid,1,NOUN
exercise,1,NOUN
situation?tick,1,NOUN
mean,1,ADJ
Mode,1,PROPN
average,1,NOUN
publisher,1,NOUN
physics,1,NOUN
chemistry,1,NOUN
sponsor,1,VERB
raise,1,VERB
Test,1,PROPN
Sameena,1,PROPN
Shortest,1,PROPN
long,1,ADJ
110The,1,PROPN
between,1,ADV
necklace,1,NOUN
jeweller,1,NOUN
necklace,1,NOUN
rainfall,1,NOUN
statement?explain,1,ADJ
appointment,1,NOUN
lorry,1,NOUN
Quartile,1,PROPN
Greatest,2,PROPN
value,1,NOUN
Lucia,1,PROPN
revise,1,VERB
home,1,NOUN
Molly,1,PROPN
ofcustomers,1,PROPN
weak,1,ADJ
negativeStrong,1,PROPN
negativeNo,1,PROPN
Graham,1,PROPN
apartment,1,NOUN
centre(km,1,NOUN
Monthly,1,PROPN
rent(£,1,PROPN
great,1,ADJ
perform,1,VERB
dancers.3,1,NOUN
street,1,NOUN
jazz,1,NOUN
ring,1,VERB
reply,1,NOUN
Cumulative,1,PROPN
investigate,1,VERB
estimate,1,VERB
ask,1,VERB
colleague,1,NOUN
summarise,1,VERB
Males,1,PROPN
tend,1,VERB
dancer,1,NOUN
non,1,ADJ
Fran,1,PROPN
Injury,1,PROPN
word,1,NOUN
continuous,1,ADJ
discrete,1,NOUN
ungrouped,1,ADJ
wait,1,VERB
age(years,1,PROPN
value(£,1,PROPN
uk.she,1,NOUN
land,1,VERB
Day,1,PROPN
affect,1,VERB
fog,1,NOUN
was?give,1,NOUN
Percy,1,PROPN
40m2,1,NOUN
60m2,1,PROPN
publish,1,VERB
60.The,1,PROPN
cherry,1,NOUN
pear,1,NOUN
plum,1,NOUN
orchard,1,NOUN
pictogram,1,NOUN
andpear,1,ADJ
reliable?explain,1,VERB
conclusion,1,NOUN
science,1,NOUN
Science,1,PROPN
car,1,NOUN
Farm,1,PROPN
winter,1,NOUN
night,1,NOUN
prediction?tick,1,NOUN
athlete,1,NOUN
distance,1,NOUN
triple,1,ADJ
dress,1,NOUN
obstacle,1,NOUN
compete,1,VERB
boy,1,NOUN
Girls,1,PROPN
mark?You,1,PROPN
Nalini,1,PROPN
betweencm,1,NOUN
andcm,1,PROPN
matrix,1,NOUN
